word, attempts, failed, match loop, required loop, allowed loop
board, 7084, 58, 1752577, 59850, 4225264
betel, 7094, 58, 1628992, 56706, 4139652
valid, 7097, 58, 2080844, 77641, 5107102
badge, 7116, 58, 1777040, 70190, 4471740
fried, 7127, 58, 1839634, 65676, 4602510
dowel, 7130, 58, 1896285, 80573, 4713168
swift, 7133, 58, 1529905, 143792, 4250409
scrub, 7139, 58, 1465327, 130644, 3939635
grope, 7144, 58, 1727647, 85106, 4409953
blind, 7156, 58, 1848602, 78613, 4712408
evict, 7164, 58, 1766796, 93171, 4714288
pound, 7172, 58, 1959262, 94171, 4871291
stick, 7175, 58, 1473996, 91075, 3931940
cower, 7175, 58, 1777268, 80139, 4479642
glide, 7176, 58, 1834508, 75565, 4753546
amber, 7182, 58, 1792306, 133267, 4818221
apart, 7210, 58, 1779678, 68262, 4560413
field, 7222, 58, 1827318, 79274, 4671838
stool, 7228, 58, 1582947, 86068, 4085321
medic, 7248, 58, 1801400, 107638, 4623618
midge, 7262, 58, 1829299, 94179, 4785297
eight, 7285, 58, 1859951, 101521, 4813100
class, 7312, 58, 1654920, 95470, 4226341
ethos, 7328, 58, 1595292, 130162, 4300930
hyper, 7349, 58, 1858307, 86430, 4937965
leech, 7366, 58, 1884733, 100728, 4826959
hence, 7388, 58, 1951443, 84552, 5025386
sweet, 7401, 58, 1473193, 88368, 4062598
abase, 7409, 58, 1647002, 77258, 4243186
showy, 7416, 58, 1703541, 120356, 4464838
pooch, 7558, 58, 1817730, 98373, 4570749
print, 6801, 59, 1804973, 66859, 4524767
tapir, 6805, 59, 1806965, 79854, 4545391
eclat, 6809, 59, 1701128, 83802, 4442015
stain, 6834, 59, 1540201, 75504, 3929624
crust, 6841, 59, 1576006, 104146, 4093405
metal, 6850, 59, 1788195, 67657, 4455168
bleat, 6868, 59, 1619789, 58030, 4068029
latch, 6884, 59, 1822842, 103599, 4642222
giant, 6909, 59, 1879662, 62345, 4650816
baton, 6924, 59, 1738211, 70487, 4322524
count, 6936, 59, 1911947, 91879, 4794657
clang, 6937, 59, 1830412, 86045, 4611891
pearl, 6942, 59, 1833629, 55442, 4441537
slang, 6954, 59, 1523675, 81499, 3832947
grace, 6957, 59, 1716933, 57643, 4307531
burst, 6957, 59, 1516764, 87043, 3927592
angle, 6961, 59, 1931228, 95733, 4993653
fling, 6966, 59, 1840872, 84912, 4652311
grind, 6969, 59, 1911560, 75764, 4811697
artsy, 6987, 59, 1642406, 70019, 4145311
porch, 6992, 59, 1789214, 116406, 4557615
birth, 7001, 59, 1722771, 88087, 4373355
bring, 7004, 59, 1760677, 72835, 4386386
bacon, 7012, 59, 1767572, 82578, 4425445
serif, 7015, 59, 1616982, 116301, 4211251
mealy, 7017, 59, 1913658, 71979, 4738473
plank, 7023, 59, 1892301, 81339, 4705291
clank, 7032, 59, 1944590, 86658, 4887988
month, 7038, 59, 1958692, 88200, 4865684
optic, 7052, 59, 1864994, 138119, 4945191
grade, 7054, 59, 1795308, 58762, 4480678
shirk, 7056, 59, 1674101, 84641, 4281724
gamut, 7076, 59, 1877885, 89355, 4764377
stink, 7094, 59, 1583300, 86766, 4174660
tardy, 7096, 59, 1869104, 76675, 4825105
cheap, 7102, 59, 1712754, 88423, 4340434
smirk, 7115, 59, 1614792, 95848, 4246539
hinge, 7123, 59, 2043093, 77850, 5114462
ulcer, 7135, 59, 1831234, 80702, 4719148
golem, 7141, 59, 1784191, 66193, 4424687
punch, 7141, 59, 1843624, 119042, 4745420
coupe, 7142, 59, 1766929, 85055, 4480993
spunk, 7155, 59, 1602347, 123054, 4321522
moldy, 7170, 59, 1990766, 86061, 4968252
dusty, 7178, 59, 1709382, 92854, 4481030
throw, 7182, 59, 1985499, 130281, 5122443
beret, 7183, 59, 1685918, 65477, 4354730
abuse, 7193, 59, 1678470, 90337, 4372369
stuck, 7204, 59, 1441753, 109348, 3916059
canal, 7206, 59, 1920825, 74018, 4739576
poker, 7215, 59, 1784485, 75389, 4493769
munch, 7219, 59, 1868457, 119095, 4806777
budge, 7220, 59, 1710280, 89885, 4464555
steel, 7237, 59, 1497125, 66217, 4008426
pasta, 7267, 59, 1542881, 112459, 4070874
overt, 7272, 59, 1860228, 90660, 4888376
chafe, 7279, 59, 1783228, 93747, 4584864
witch, 7295, 59, 1789811, 121245, 4732165
climb, 7298, 59, 1777903, 112706, 4616442
boost, 7301, 59, 1525953, 68038, 3869032
basal, 7320, 59, 1467333, 91420, 3772558
imbue, 7328, 59, 1973983, 121611, 5252834
repel, 7341, 59, 1795243, 84509, 4626081
steep, 7354, 59, 1382152, 79851, 3798008
blood, 7392, 59, 1779036, 92671, 4476713
filmy, 7399, 59, 1916817, 88550, 4934411
steed, 7408, 59, 1418859, 64800, 3823931
fancy, 7451, 59, 1866293, 76942, 4741477
sheep, 7528, 59, 1445047, 91168, 3887898
heist, 6787, 60, 1694114, 95473, 4409205
posit, 6839, 60, 1663831, 102584, 4318853
mason, 6852, 60, 1615904, 92439, 4093546
baron, 6859, 60, 1753526, 72270, 4305165
clone, 6862, 60, 1780458, 58711, 4512943
sling, 6874, 60, 1625198, 82163, 4097180
stein, 6876, 60, 1515889, 77980, 3979821
stead, 6891, 60, 1400502, 61772, 3613350
spoil, 6930, 60, 1663702, 116857, 4375157
nurse, 6943, 60, 1742143, 86263, 4549436
cling, 6959, 60, 1782245, 77031, 4483298
nicer, 6965, 60, 1917659, 78946, 4903922
motel, 6987, 60, 1759211, 61371, 4388912
spore, 6992, 60, 1413175, 75221, 3742716
rouse, 7008, 60, 1782876, 78193, 4519823
serum, 7012, 60, 1521391, 94653, 3920315
scout, 7012, 60, 1509126, 120533, 4069462
polka, 7027, 60, 1896352, 94021, 4659757
felon, 7049, 60, 1885175, 83066, 4716743
poise, 7053, 60, 1633166, 73437, 4159668
among, 7055, 60, 1905670, 141424, 4939137
habit, 7059, 60, 1886861, 91226, 4795926
pinch, 7070, 60, 1812696, 114823, 4681164
broad, 7076, 60, 1768125, 68430, 4329669
tract, 7078, 60, 1862796, 63128, 4615700
nasty, 7085, 60, 1760524, 84500, 4540217
gland, 7091, 60, 1936320, 78928, 4862497
raspy, 7098, 60, 1604122, 122580, 4252211
scaly, 7103, 60, 1532208, 83802, 3968462
brawl, 7121, 60, 1697957, 68389, 4128054
datum, 7126, 60, 1814153, 85652, 4593300
pithy, 7128, 60, 1814682, 82416, 4650834
ombre, 7144, 60, 1832718, 112697, 4989730
mercy, 7144, 60, 1750719, 91911, 4580470
wrong, 7147, 60, 1933743, 102276, 4842014
swore, 7152, 60, 1542427, 77498, 4068816
house, 7161, 60, 1831708, 84481, 4667460
leaky, 7166, 60, 2035116, 81968, 5049167
lower, 7168, 60, 1891172, 76958, 4733804
syrup, 7172, 60, 1600760, 121083, 4301950
study, 7175, 60, 1537379, 83504, 4083004
pouty, 7179, 60, 1969575, 79037, 4871884
modal, 7180, 60, 1914596, 78073, 4669275
terse, 7180, 60, 1641067, 83550, 4397234
amend, 7186, 60, 1916273, 108788, 4938969
ebony, 7187, 60, 2001651, 116743, 5357198
thief, 7189, 60, 1891759, 105515, 4930940
gamer, 7193, 60, 1795907, 69740, 4497682
covet, 7216, 60, 1707313, 67558, 4305473
nudge, 7216, 60, 1995915, 98061, 5214408
morph, 7219, 60, 1921287, 117014, 4835887
frisk, 7222, 60, 1686561, 82949, 4301820
salad, 7223, 60, 1604895, 71812, 4013037
naive, 7231, 60, 2123471, 61605, 5149106
pudgy, 7239, 60, 1859467, 105328, 4867805
small, 7324, 60, 1622531, 93253, 4203026
stoop, 7336, 60, 1487898, 120008, 3957692
smoky, 7418, 60, 1654939, 115746, 4453006
talon, 6735, 61, 1920465, 80889, 4687933
pilot, 6783, 61, 1863236, 79238, 4701476
loath, 6826, 61, 1968784, 72308, 4778518
aisle, 6879, 61, 1682608, 79973, 4214662
drape, 6922, 61, 1775022, 61384, 4399642
point, 6926, 61, 1891538, 76040, 4698873
stoic, 6933, 61, 1510576, 119051, 3992385
slurp, 6938, 61, 1567941, 97135, 4025969
grate, 6946, 61, 1707953, 43518, 4244127
draft, 6948, 61, 1833459, 74489, 4608348
canoe, 6950, 61, 1816134, 55518, 4398942
noise, 6956, 61, 1878902, 75573, 4763311
chirp, 6962, 61, 1748207, 106179, 4516446
stung, 6971, 61, 1552944, 110375, 4125607
mango, 6983, 61, 1888056, 106287, 4782447
mount, 6999, 61, 1978920, 89291, 4934253
outer, 6999, 61, 1926612, 70769, 4850489
panic, 7010, 61, 1785890, 75461, 4423951
chaos, 7037, 61, 1582035, 92130, 3998872
night, 7041, 61, 1969932, 89087, 5056171
navel, 7057, 61, 2034542, 85358, 5074210
opine, 7065, 61, 2012073, 87763, 5171224
could, 7072, 61, 1909847, 86612, 4769111
spiny, 7077, 61, 1613800, 89363, 4373126
lodge, 7087, 61, 1921237, 81217, 4860980
anime, 7101, 61, 1960767, 76107, 4895767
aider, 7101, 61, 1823591, 66772, 4483897
thrum, 7115, 61, 1887420, 113931, 4893831
sworn, 7116, 61, 1715803, 112192, 4542790
flame, 7116, 61, 1828877, 74639, 4634261
birch, 7135, 61, 1745683, 119952, 4525112
roost, 7145, 61, 1719126, 78224, 4334509
gipsy, 7154, 61, 1684128, 121292, 4476258
worth, 7161, 61, 1959778, 88186, 4846639
prowl, 7165, 61, 1862017, 104871, 4689511
blush, 7167, 61, 1664029, 124082, 4332784
vapid, 7179, 61, 1969229, 92965, 4970447
bonus, 7186, 61, 1693056, 125073, 4308418
woman, 7189, 61, 1957286, 101101, 4878851
cyber, 7205, 61, 1620554, 87417, 4434649
wince, 7222, 61, 1882046, 75031, 4791215
toast, 7249, 61, 1713326, 78838, 4288151
madly, 7252, 61, 1911967, 78210, 4846013
fishy, 7268, 61, 1727713, 112317, 4533871
block, 7278, 61, 1749926, 100138, 4545745
shall, 7318, 61, 1654655, 68616, 4081284
scree, 7322, 61, 1410537, 79649, 3913266
crepe, 7357, 61, 1660469, 81167, 4309958
preen, 7399, 61, 1815339, 60246, 4561334
hedge, 7628, 61, 1934390, 82364, 5032119
chock, 7775, 61, 1838698, 104501, 4697104
train, 6731, 62, 1948348, 61656, 4774697
crane, 6750, 62, 1751128, 49983, 4290178
roast, 6771, 62, 1644756, 73952, 4093015
cleat, 6776, 62, 1696334, 63058, 4269436
tenor, 6804, 62, 1891497, 76836, 4757292
satin, 6827, 62, 1561566, 78999, 3920933
staid, 6863, 62, 1483942, 64831, 3803743
debit, 6871, 62, 1767671, 95523, 4573853
scorn, 6886, 62, 1522821, 91410, 3986395
antic, 6889, 62, 1803329, 98631, 4571973
paint, 6892, 62, 1815197, 66912, 4489330
peril, 6907, 62, 1802041, 78869, 4486370
acrid, 6920, 62, 1801106, 100806, 4672958
tilde, 6952, 62, 1852603, 73421, 4753310
front, 6955, 62, 1804433, 72334, 4551400
befit, 6965, 62, 1675542, 98613, 4347350
graft, 6980, 62, 1800910, 73196, 4511363
steak, 6991, 62, 1467675, 67906, 3788769
inert, 6992, 62, 1923666, 80001, 5024192
cider, 6995, 62, 1701759, 79299, 4355779
tepid, 7002, 62, 1816501, 93951, 4703542
brunt, 7010, 62, 1746848, 62210, 4376960
braid, 7011, 62, 1745913, 60838, 4280256
gusto, 7029, 62, 1705494, 106320, 4402366
bigot, 7030, 62, 1771303, 79655, 4526437
goner, 7032, 62, 1856980, 63486, 4594155
stunk, 7038, 62, 1601477, 99541, 4282412
demon, 7046, 62, 1853181, 102699, 4749855
input, 7047, 62, 2042015, 122871, 5421606
range, 7049, 62, 2023007, 82534, 5136188
inter, 7057, 62, 1907249, 76309, 4965632
surge, 7061, 62, 1529464, 80512, 3979750
vaunt, 7068, 62, 2000469, 73757, 4990597
stork, 7070, 62, 1597024, 81898, 4152486
heron, 7071, 62, 2026341, 81904, 4979628
shift, 7073, 62, 1512794, 117240, 4063760
salve, 7076, 62, 1676864, 77431, 4163272
thing, 7090, 62, 1939234, 99935, 4983694
tunic, 7091, 62, 1941773, 118471, 5031242
blurt, 7095, 62, 1690300, 70973, 4364841
lithe, 7098, 62, 1900842, 81108, 4838228
threw, 7103, 62, 1776974, 102430, 4689607
fresh, 7107, 62, 1522628, 99003, 4030666
aphid, 7119, 62, 1879077, 121512, 4789645
randy, 7125, 62, 2012097, 80164, 5081536
forth, 7128, 62, 1848677, 87353, 4594850
musty, 7129, 62, 1685538, 97720, 4411041
growl, 7129, 62, 1817817, 100549, 4611156
rehab, 7135, 62, 1838431, 109863, 4654149
worse, 7141, 62, 1727776, 73380, 4404371
bloke, 7151, 62, 1700085, 64185, 4290688
style, 7154, 62, 1490541, 63216, 3995325
mouth, 7180, 62, 2004261, 102103, 4971160
abode, 7195, 62, 1850245, 84772, 4701401
flask, 7195, 62, 1701767, 96827, 4429818
biome, 7197, 62, 1736980, 74150, 4402269
twang, 7205, 62, 1871883, 109702, 4919964
snuck, 7209, 62, 1511308, 112746, 4043587
thump, 7212, 62, 1874691, 139788, 4928795
flack, 7220, 62, 1866732, 84767, 4761548
butch, 7225, 62, 1704657, 126893, 4565295
baker, 7234, 62, 1716034, 69896, 4311283
whine, 7235, 62, 1976037, 73031, 4982759
clove, 7258, 62, 1735234, 73228, 4448356
dimly, 7286, 62, 2001894, 89086, 5131017
widen, 7287, 62, 2034445, 85233, 5211711
prove, 7310, 62, 1787854, 80708, 4499803
wrack, 7312, 62, 1941462, 73938, 4793648
spill, 7338, 62, 1593063, 97558, 4225134
wreck, 7378, 62, 1828533, 90524, 4687470
dogma, 7384, 62, 1908117, 98736, 4746925
choke, 7389, 62, 1760103, 81333, 4539733
creme, 7413, 62, 1692606, 80962, 4418004
boxer, 7429, 62, 1657788, 56273, 4068029
beech, 7539, 62, 1713804, 90663, 4372428
shyly, 7581, 62, 1589804, 84737, 4190983
bosom, 7649, 62, 1590564, 110605, 4077667
stare, 6741, 63, 1377931, 46778, 3543306
arise, 6854, 63, 1657477, 56449, 4041436
sonar, 6878, 63, 1603911, 63698, 3874266
snout, 6911, 63, 1643895, 105194, 4300296
alien, 6912, 63, 2017053, 57686, 4830745
fetal, 6913, 63, 1735977, 64662, 4335760
liner, 6931, 63, 1977754, 64405, 4954851
third, 6939, 63, 1890001, 94332, 4903929
truce, 6948, 63, 1752931, 76547, 4520989
groin, 6952, 63, 1987670, 87553, 4927819
diner, 6953, 63, 1933228, 70454, 4885094
drone, 6960, 63, 1915288, 67611, 4797293
satyr, 6964, 63, 1529754, 71015, 3907683
clear, 6966, 63, 1745506, 54063, 4290988
smear, 6985, 63, 1469805, 69719, 3789059
tread, 7000, 63, 1832602, 56902, 4515753
hater, 7001, 63, 1826268, 61727, 4521882
cruel, 7004, 63, 1755591, 74790, 4425282
angel, 7011, 63, 1934314, 102241, 5018875
sauce, 7024, 63, 1544115, 60464, 3783599
baler, 7029, 63, 1694378, 50934, 4105468
croup, 7039, 63, 1824005, 128403, 4686922
waste, 7046, 63, 1620707, 76874, 4154788
crony, 7068, 63, 1906908, 77035, 4803165
lemur, 7075, 63, 1980773, 101698, 5033469
slave, 7080, 63, 1637163, 67194, 4097660
story, 7093, 63, 1595913, 70246, 4131137
right, 7094, 63, 1815550, 102344, 4685907
straw, 7094, 63, 1477177, 94011, 3844719
lanky, 7104, 63, 2092874, 103775, 5273578
afire, 7115, 63, 1935490, 85566, 4934956
lying, 7115, 63, 2077265, 113488, 5476413
waist, 7120, 63, 1670249, 92483, 4278274
rifle, 7123, 63, 1905154, 107803, 5001923
solve, 7148, 63, 1618479, 70608, 4051926
fetid, 7150, 63, 1768019, 73072, 4493983
lefty, 7158, 63, 1902720, 94896, 5066888
stall, 7165, 63, 1542090, 62489, 3917316
meaty, 7165, 63, 1819860, 53159, 4484953
beady, 7167, 63, 1725710, 57157, 4282404
prick, 7172, 63, 1816332, 81672, 4580141
lofty, 7184, 63, 1989053, 107114, 5170086
lucid, 7186, 63, 1987965, 99548, 5075855
wrung, 7204, 63, 2004334, 112314, 5000360
brown, 7210, 63, 1836175, 107528, 4652190
trove, 7213, 63, 1882874, 77326, 4703048
sandy, 7224, 63, 1595231, 63723, 4027897
break, 7225, 63, 1737477, 56805, 4304410
mocha, 7231, 63, 1833899, 120774, 4584637
magic, 7231, 63, 1842203, 90723, 4659316
swami, 7235, 63, 1585160, 126241, 4127808
fiend, 7237, 63, 1866172, 79132, 4769616
fight, 7249, 63, 1746414, 90508, 4514090
cover, 7254, 63, 1778045, 69990, 4451376
yacht, 7266, 63, 1921500, 89919, 4871561
grave, 7271, 63, 1841888, 64734, 4594924
label, 7275, 63, 1964143, 100649, 4986147
unfed, 7291, 63, 1971632, 129327, 5358961
thumb, 7300, 63, 1899097, 160976, 5029937
music, 7310, 63, 1667210, 131031, 4373134
tacit, 7311, 63, 1860877, 77817, 4676987
detox, 7329, 63, 1810174, 73099, 4548804
corer, 7360, 63, 1819622, 60141, 4482935
extol, 7407, 63, 1713558, 64590, 4447978
askew, 7418, 63, 1723501, 142007, 4552681
ember, 7460, 63, 1801166, 114317, 4944639
gecko, 7501, 63, 1780172, 100323, 4582207
theme, 7557, 63, 1831810, 88347, 4880950
shook, 7566, 63, 1676161, 113011, 4267075
whoop, 7736, 63, 1961552, 140166, 5040834
arson, 6834, 64, 1635260, 85558, 4046714
tonal, 6865, 64, 1907339, 64900, 4597545
shunt, 6896, 64, 1565093, 97655, 4122687
grunt, 6928, 64, 1809048, 78712, 4595299
suite, 6933, 64, 1564998, 66894, 3977499
reach, 6942, 64, 1818462, 91164, 4515286
basin, 6962, 64, 1558967, 78972, 3966296
tango, 6974, 64, 1897738, 93415, 4779181
organ, 6979, 64, 2021460, 87845, 4963348
great, 6985, 64, 1740824, 48726, 4312033
tonic, 6987, 64, 1967194, 103680, 4945401
tamer, 6991, 64, 1776321, 71996, 4502131
drawl, 7021, 64, 1926505, 78928, 4686886
manly, 7024, 64, 1950966, 79205, 4891473
fault, 7027, 64, 1822307, 75309, 4574608
anode, 7035, 64, 1939029, 72782, 4776997
blond, 7038, 64, 1820964, 87670, 4669977
guild, 7046, 64, 1965094, 87544, 4969730
grand, 7052, 64, 1830935, 63015, 4536032
prune, 7054, 64, 1857730, 75195, 4658478
lumen, 7058, 64, 1997179, 92893, 5100128
aptly, 7067, 64, 1782782, 75909, 4579803
after, 7074, 64, 1762676, 97617, 4666792
rusty, 7081, 64, 1752401, 95679, 4557585
daily, 7089, 64, 1986931, 67774, 4940897
froth, 7093, 64, 1810823, 94619, 4611636
bugle, 7098, 64, 1762211, 72790, 4500291
crude, 7102, 64, 1711821, 81094, 4384977
thong, 7102, 64, 1960841, 105796, 5017500
grown, 7110, 64, 1885334, 114154, 4777351
brake, 7114, 64, 1749933, 57827, 4338798
aglow, 7117, 64, 1883045, 133402, 4808266
mogul, 7126, 64, 2001059, 119089, 5019239
focal, 7135, 64, 1793873, 80894, 4425226
swear, 7136, 64, 1530483, 75895, 3937523
ocean, 7155, 64, 1894516, 87446, 4773988
carve, 7156, 64, 1805700, 64147, 4489985
slimy, 7157, 64, 1686555, 86824, 4432961
vault, 7164, 64, 2011213, 74469, 4979669
demur, 7167, 64, 1896214, 96704, 4871253
cameo, 7176, 64, 1733065, 69235, 4242765
broke, 7182, 64, 1689649, 71685, 4247329
regal, 7186, 64, 1920780, 82521, 4850440
bread, 7189, 64, 1687977, 52485, 4146423
angry, 7204, 64, 1945800, 85008, 5050261
flank, 7211, 64, 1914776, 81700, 4792792
stilt, 7224, 64, 1582725, 77276, 4115266
honey, 7230, 64, 2105701, 60446, 5161272
still, 7233, 64, 1581814, 76607, 4063854
pagan, 7245, 64, 1816028, 75551, 4594657
maker, 7246, 64, 1865373, 75487, 4687921
adapt, 7254, 64, 1761338, 82752, 4634950
dopey, 7263, 64, 1883410, 66345, 4760365
limbo, 7268, 64, 2000609, 155529, 5174882
flush, 7282, 64, 1737808, 133064, 4548331
dutch, 7300, 64, 1785870, 121196, 4781141
snowy, 7303, 64, 1702452, 114612, 4506196
vegan, 7309, 64, 1969907, 83365, 4939150
bushy, 7314, 64, 1691194, 123050, 4431092
sheet, 7358, 64, 1482853, 77061, 3972701
manga, 7383, 64, 1883083, 87886, 4823911
above, 7438, 64, 1889207, 88728, 4776792
fence, 7440, 64, 1823710, 74910, 4732717
legal, 7460, 64, 2009926, 81516, 5012156
press, 7475, 64, 1504809, 95190, 3955614
posse, 7477, 64, 1622544, 90265, 4284060
lipid, 7482, 64, 1943038, 94863, 4968760
musky, 7509, 64, 1837246, 123429, 4812368
bloom, 7560, 64, 1806247, 111574, 4568345
theft, 7647, 64, 1835918, 119712, 4897582
snort, 6797, 65, 1580911, 78714, 4105117
salty, 6877, 65, 1588497, 63834, 3977087
slain, 6891, 65, 1622795, 69156, 4055359
arose, 6919, 65, 1606220, 58300, 3889645
brand, 6935, 65, 1757188, 62078, 4327060
singe, 6956, 65, 1582346, 76344, 4069505
gloat, 6960, 65, 1777290, 69512, 4518819
groan, 6988, 65, 1886897, 69758, 4598284
binge, 7018, 65, 1772839, 67237, 4470083
piano, 7019, 65, 1851509, 76184, 4524737
flier, 7038, 65, 1754048, 60774, 4445075
crown, 7059, 65, 1836978, 111504, 4693598
float, 7061, 65, 1731527, 68961, 4361291
flung, 7062, 65, 1885974, 114399, 4819865
roach, 7074, 65, 1962236, 95169, 4778140
leafy, 7107, 65, 2006659, 108967, 5134399
crush, 7114, 65, 1633049, 122024, 4252876
touch, 7125, 65, 1987473, 124251, 5034605
amply, 7126, 65, 1855035, 130517, 4942197
bused, 7169, 65, 1502439, 88153, 3972761
aside, 7171, 65, 1616904, 71053, 4050596
fetus, 7173, 65, 1534924, 113342, 4072385
macho, 7175, 65, 1820267, 125032, 4574408
tease, 7182, 65, 1660213, 62374, 4214693
think, 7220, 65, 2018557, 93791, 5217859
nobly, 7223, 65, 2176125, 134634, 5574088
nasal, 7224, 65, 1775416, 107698, 4552402
wield, 7238, 65, 1952748, 88439, 4943883
lover, 7240, 65, 1876804, 70402, 4686171
shoot, 7261, 65, 1576051, 100941, 4103082
gavel, 7269, 65, 1926596, 82910, 4838394
natal, 7269, 65, 1973316, 71602, 4942369
whale, 7271, 65, 1946986, 66801, 4799519
pixel, 7279, 65, 1780046, 68185, 4460938
buyer, 7283, 65, 1748307, 66446, 4481211
chunk, 7286, 65, 1900514, 105042, 4894795
troop, 7297, 65, 1867172, 105836, 4750411
lynch, 7302, 65, 1941374, 119629, 5233549
stood, 7314, 65, 1544108, 102647, 4091978
tacky, 7319, 65, 1855119, 76240, 4713220
mushy, 7319, 65, 1793197, 127992, 4666975
ethic, 7323, 65, 1757482, 140942, 4694342
cress, 7351, 65, 1511153, 89869, 3945185
ledge, 7369, 65, 1970338, 90755, 5181364
howdy, 7389, 65, 2051027, 106927, 5188910
prize, 7407, 65, 1808722, 64911, 4485821
carry, 7420, 65, 1808031, 54847, 4466326
drama, 7446, 65, 1932751, 72147, 4793576
cacti, 7447, 65, 1741763, 62762, 4313797
weigh, 7465, 65, 1986722, 95352, 4942484
condo, 7494, 65, 1814023, 86360, 4548016
breed, 7512, 65, 1700578, 69408, 4335233
floss, 7513, 65, 1695627, 102311, 4408068
smash, 7554, 65, 1588579, 80836, 4060089
spook, 7642, 65, 1583318, 125186, 4234299
macaw, 7650, 65, 1910199, 111453, 4866804
solar, 6857, 66, 1569402, 62062, 3765023
raise, 6859, 66, 1693251, 65632, 4202799
stern, 6871, 66, 1382095, 68172, 3674797
coral, 6909, 66, 1812795, 65101, 4373541
manor, 6920, 66, 1920087, 74060, 4694451
irate, 6935, 66, 1998151, 45000, 4800148
north, 6938, 66, 2083615, 87462, 5150437
shear, 6941, 66, 1510223, 66186, 3781448
apron, 6943, 66, 1897374, 102425, 4776346
pinto, 6962, 66, 1868073, 91506, 4706576
metro, 6966, 66, 1724867, 74257, 4381258
reign, 6997, 66, 2077612, 93152, 5237543
their, 6999, 66, 1885142, 81115, 4791359
tumor, 7016, 66, 2008239, 102841, 5118335
glare, 7049, 66, 1847872, 51866, 4613434
crank, 7049, 66, 1900954, 61718, 4657198
faint, 7061, 66, 1840923, 70105, 4563286
admit, 7063, 66, 1800722, 99268, 4756830
scion, 7064, 66, 1531747, 100817, 4027559
aloft, 7068, 66, 1833876, 106824, 4656241
grout, 7072, 66, 1871389, 85015, 4721856
deity, 7092, 66, 1953485, 60413, 4897074
crave, 7106, 66, 1757171, 64180, 4357140
filth, 7113, 66, 1766836, 92492, 4526773
china, 7128, 66, 1766640, 73049, 4413134
drink, 7143, 66, 2076429, 75848, 5175382
daisy, 7146, 66, 1767517, 80338, 4516011
truck, 7148, 66, 1899527, 95215, 4860511
dying, 7158, 66, 1992652, 100889, 5221725
taker, 7162, 66, 1812442, 71609, 4601784
feral, 7172, 66, 1800164, 67516, 4434012
avert, 7188, 66, 1826699, 74532, 4695058
novel, 7196, 66, 2065688, 78849, 5122481
adobe, 7196, 66, 1858362, 87496, 4739424
hasty, 7198, 66, 1722839, 97714, 4460501
libel, 7225, 66, 1945190, 105175, 4994469
femur, 7234, 66, 1855385, 101242, 4806891
dense, 7241, 66, 1687014, 80799, 4461340
lasso, 7242, 66, 1716978, 111460, 4331526
wider, 7255, 66, 1891464, 81219, 4814665
focus, 7256, 66, 1579961, 135995, 4117360
grief, 7256, 66, 1842347, 103304, 4731891
coven, 7263, 66, 1812273, 71666, 4560108
hyena, 7274, 66, 1897484, 70229, 4792515
apnea, 7277, 66, 1856630, 83860, 4698662
ester, 7278, 66, 1520066, 92788, 4202242
meter, 7332, 66, 1720572, 62316, 4454272
thick, 7334, 66, 1870135, 93529, 4899116
gloss, 7336, 66, 1711597, 95771, 4387003
elope, 7340, 66, 1948672, 96570, 5010525
shove, 7363, 66, 1555606, 82697, 4035211
flick, 7420, 66, 1842098, 83756, 4793769
quest, 7431, 66, 1657727, 91561, 4393536
staff, 7444, 66, 1503291, 98254, 3919681
vowel, 7452, 66, 1995566, 86474, 4995380
octet, 7454, 66, 1794848, 90718, 4730592
dross, 7465, 66, 1711996, 97363, 4367647
agape, 7506, 66, 1942952, 85867, 4948158
rupee, 7597, 66, 1945165, 98112, 5163960
beefy, 7616, 66, 1775487, 87183, 4581336
gypsy, 7618, 66, 1585498, 126592, 4368518
rapid, 6837, 67, 1924273, 101568, 4866840
carol, 6845, 67, 1759415, 61461, 4264705
polar, 6919, 67, 1798446, 60774, 4292666
drain, 6929, 67, 1970390, 65066, 4804724
rebut, 6934, 67, 1890601, 130363, 5000802
alter, 6936, 67, 1713388, 52466, 4224460
trial, 6951, 67, 1923360, 54049, 4637311
scour, 6987, 67, 1568895, 111094, 4090116
topic, 6997, 67, 1872591, 121449, 4793767
shout, 6997, 67, 1629840, 109192, 4248017
burnt, 7007, 67, 1738675, 66229, 4425716
ankle, 7040, 67, 1978886, 86406, 4986345
cutie, 7054, 67, 1750675, 62860, 4413170
chain, 7062, 67, 1832288, 75524, 4585939
wrote, 7083, 67, 1829056, 59129, 4524488
acute, 7083, 67, 1813867, 72356, 4542871
bulge, 7090, 67, 1763815, 75940, 4468376
reply, 7091, 67, 1953515, 90523, 5016456
stray, 7099, 67, 1501314, 59667, 3901088
argue, 7123, 67, 1934791, 71399, 4725104
decry, 7123, 67, 1753963, 71784, 4553498
ideal, 7126, 67, 2006417, 91189, 5072408
belie, 7142, 67, 1807548, 58255, 4484607
aping, 7175, 67, 1909566, 114366, 4850709
gourd, 7175, 67, 1969920, 94453, 4911827
micro, 7180, 67, 1884330, 108217, 4811326
horny, 7188, 67, 2187395, 75485, 5352022
forge, 7194, 67, 1801859, 69558, 4536169
neigh, 7200, 67, 2096840, 91196, 5226376
whirl, 7201, 67, 1941252, 77757, 4812420
clink, 7225, 67, 1914638, 76829, 4845294
flake, 7247, 67, 1865415, 66959, 4691607
