word, attempts, failed, match loop, required loop, allowed loop
bicep, 7081, 57, 1488309, 79442, 3899985
unite, 7085, 57, 2165288, 94690, 5690743
cling, 7102, 57, 1614881, 78823, 4176883
below, 7108, 57, 1814473, 92725, 4555141
datum, 7115, 57, 1793030, 109487, 4638310
elbow, 7117, 57, 1672274, 100057, 4305968
plank, 7124, 57, 1639005, 94238, 4266654
poise, 7147, 57, 1955725, 126357, 5235474
spank, 7153, 57, 1368727, 107733, 3730142
harpy, 7154, 57, 1930105, 104498, 4926311
token, 7164, 57, 1916001, 100536, 5097553
drown, 7172, 57, 1922342, 137765, 5072042
often, 7216, 57, 1857736, 111049, 5124819
winch, 7218, 57, 1713919, 112864, 4546378
tense, 7223, 57, 1965280, 146193, 5574824
threw, 7251, 57, 1824154, 104914, 4850559
watch, 7266, 57, 1658425, 111245, 4343038
harem, 7267, 57, 1901337, 87575, 4702871
halve, 7289, 57, 1959351, 68634, 4772970
shaky, 7335, 57, 1464489, 72810, 3815879
embed, 7386, 57, 1444737, 76946, 3879535
suave, 7389, 57, 1492496, 66726, 3738870
lasso, 7410, 57, 1987533, 200186, 5224249
tenth, 7443, 57, 1837349, 91019, 4754699
glass, 7502, 57, 1695395, 144755, 4596865
showy, 7513, 57, 1474410, 118811, 4018734
sheep, 7547, 57, 1450819, 118651, 4036766
musky, 7610, 57, 1827249, 131155, 5099714
slush, 7611, 57, 1373020, 87522, 3552420
alter, 6764, 58, 2032840, 96535, 5109682
snare, 6791, 58, 1577840, 71588, 4033628
trice, 6848, 58, 1744381, 80412, 4575008
clone, 6885, 58, 1869103, 75494, 4797424
beast, 6904, 58, 1932890, 145425, 5248272
share, 6926, 58, 1552077, 71230, 3941085
moist, 6932, 58, 1998635, 143822, 5359637
scour, 6957, 58, 1490010, 119159, 4000297
inert, 6967, 58, 2236379, 123637, 5994056
hater, 6971, 58, 2128745, 85516, 5314078
patio, 6971, 58, 1840509, 87546, 4578642
chant, 7031, 58, 1780766, 93577, 4697352
lithe, 7084, 58, 2058016, 97365, 5252746
input, 7085, 58, 2062172, 167642, 5668063
story, 7087, 58, 1640716, 92683, 4438875
mirth, 7094, 58, 1944218, 132566, 5073213
slide, 7096, 58, 1460434, 83562, 3862551
blade, 7098, 58, 1541454, 53784, 3922304
valet, 7098, 58, 2067465, 83341, 5180605
turbo, 7129, 58, 1639715, 87678, 4175634
steer, 7169, 58, 1601516, 96260, 4343173
allot, 7174, 58, 1957870, 117101, 4975951
prong, 7175, 58, 1669889, 107612, 4330162
child, 7179, 58, 1593865, 81988, 4105257
mince, 7185, 58, 1778284, 76741, 4622513
piano, 7190, 58, 1756313, 85136, 4403818
flute, 7208, 58, 1866718, 94095, 4963260
whirl, 7234, 58, 1836936, 90556, 4661356
stool, 7235, 58, 1484858, 88908, 3943190
shake, 7245, 58, 1462060, 62134, 3687221
prime, 7249, 58, 1754489, 93861, 4574475
flung, 7337, 58, 1580553, 97172, 4116021
bulky, 7345, 58, 1824141, 93271, 4733688
study, 7348, 58, 1407329, 82089, 3900803
naive, 7349, 58, 1976510, 63920, 4808134
shave, 7354, 58, 1499317, 71212, 3802631
salad, 7369, 58, 1380685, 61910, 3478716
flume, 7426, 58, 1641714, 91509, 4314775
apnea, 7450, 58, 1859247, 100260, 4835052
askew, 7522, 58, 1845618, 187499, 5109321
nymph, 7541, 58, 1718984, 148855, 4926995
mushy, 7576, 58, 1747064, 129533, 4814476
chess, 7626, 58, 1730619, 135665, 4716316
scoff, 7685, 58, 1143863, 98202, 3093333
stain, 6885, 59, 1524997, 93870, 4039989
curse, 6943, 59, 1910998, 134779, 5241757
paler, 6948, 59, 1817506, 75477, 4503205
latch, 6967, 59, 1710160, 109215, 4392016
pasty, 6967, 59, 1864978, 160370, 5255815
tango, 7014, 59, 1723984, 95463, 4407501
caput, 7014, 59, 1836031, 127892, 4818416
prune, 7014, 59, 1898000, 92431, 4906055
third, 7018, 59, 1755870, 105437, 4588760
acute, 7022, 59, 1806640, 74731, 4581463
nasty, 7034, 59, 2080232, 154943, 5750359
shore, 7036, 59, 1587462, 98381, 4208938
rebut, 7038, 59, 1789190, 108054, 4690516
blind, 7039, 59, 1646364, 68832, 4189642
brisk, 7052, 59, 1937983, 164107, 5277732
erupt, 7053, 59, 2129577, 155342, 5649128
skier, 7069, 59, 1587149, 89710, 4270918
ombre, 7072, 59, 1675632, 93649, 4457627
being, 7084, 59, 1782372, 85128, 4450543
patch, 7089, 59, 1612135, 124568, 4310663
cloud, 7094, 59, 1658736, 90362, 4230391
shelf, 7103, 59, 1302396, 103369, 3488862
angle, 7106, 59, 1780450, 79347, 4493826
biome, 7122, 59, 1711131, 73504, 4341788
beset, 7127, 59, 1936371, 146797, 5406364
stack, 7128, 59, 1284061, 81354, 3422173
swore, 7146, 59, 1592542, 114576, 4377279
wrest, 7152, 59, 2126290, 195133, 6053677
sugar, 7160, 59, 1429510, 88928, 3689191
sandy, 7183, 59, 1413511, 60820, 3634053
gusto, 7205, 59, 1927079, 158856, 5236679
sigma, 7226, 59, 1302138, 93951, 3412292
grope, 7232, 59, 1827781, 107203, 4773358
raven, 7234, 59, 1943523, 75931, 4812608
wince, 7263, 59, 1796085, 77435, 4652814
pouch, 7295, 59, 1699091, 127280, 4399776
frank, 7298, 59, 1718589, 75880, 4344545
whole, 7336, 59, 1866412, 84614, 4739254
wench, 7337, 59, 1753100, 114414, 4610329
balmy, 7346, 59, 1670019, 78227, 4180774
flock, 7359, 59, 1506893, 92837, 3974031
hyper, 7392, 59, 1956960, 129984, 5455797
skiff, 7709, 59, 1254613, 104489, 3440671
plump, 7726, 59, 1538486, 118472, 4112135
trial, 6778, 60, 1796442, 63510, 4463406
brine, 6875, 60, 1920173, 79474, 4918853
delta, 6880, 60, 1844263, 84816, 4681331
actor, 6881, 60, 1777582, 104177, 4574030
coast, 6888, 60, 1845146, 117977, 4888780
metal, 6894, 60, 1877966, 82827, 4791462
stein, 6931, 60, 1624223, 113961, 4454570
clean, 6933, 60, 1712687, 68476, 4325192
risen, 6943, 60, 2013732, 123057, 5423101
arose, 6944, 60, 2094688, 122796, 5305840
thorn, 6979, 60, 1855650, 103990, 4809661
binge, 7018, 60, 1689133, 70051, 4336552
brash, 7040, 60, 1879243, 157227, 4940211
metro, 7041, 60, 1916254, 109448, 4944227
stony, 7042, 60, 1558370, 82011, 4272083
bluer, 7050, 60, 1888088, 84107, 4818040
fetal, 7060, 60, 1799055, 77312, 4603302
motel, 7061, 60, 1936973, 76212, 4983704
shout, 7064, 60, 1622000, 125338, 4328207
bonus, 7069, 60, 1873294, 135445, 4838779
brake, 7071, 60, 1700914, 63410, 4265399
setup, 7085, 60, 1591550, 127177, 4295103
untie, 7097, 60, 2170122, 100707, 5750149
tardy, 7100, 60, 1701371, 73556, 4384374
betel, 7113, 60, 1882094, 75843, 4893093
apart, 7134, 60, 1952623, 135546, 5171364
clerk, 7135, 60, 1786899, 99109, 4713329
drink, 7145, 60, 1914193, 101897, 4929673
proud, 7153, 60, 1748387, 114833, 4487767
aside, 7157, 60, 1771186, 89276, 4583883
terse, 7195, 60, 1952276, 149089, 5406892
reset, 7203, 60, 2048273, 169954, 5760286
chute, 7211, 60, 1946409, 117670, 5259203
sower, 7214, 60, 1574685, 87480, 4105294
niche, 7240, 60, 1837593, 97360, 4820473
trust, 7256, 60, 1976381, 193572, 5471752
mange, 7289, 60, 1685542, 62725, 4249061
overt, 7295, 60, 2139695, 116266, 5708042
strut, 7309, 60, 1552015, 106506, 4185127
guild, 7309, 60, 1697783, 86521, 4321336
guise, 7315, 60, 1924185, 117220, 5126125
fancy, 7324, 60, 1607510, 65308, 4091188
alarm, 7331, 60, 1799414, 89630, 4493880
flank, 7335, 60, 1591326, 78831, 4078674
shell, 7337, 60, 1425483, 76541, 3751947
flake, 7352, 60, 1635367, 63374, 4179480
duvet, 7383, 60, 1923237, 104393, 5229999
thump, 7402, 60, 1643299, 160465, 4601093
haven, 7406, 60, 1967539, 77505, 4867087
these, 7444, 60, 1866486, 124332, 5151272
hefty, 7456, 60, 1841247, 100097, 4941358
lumpy, 7459, 60, 1723196, 125103, 4596467
tryst, 7462, 60, 1933268, 179708, 5626394
swell, 7503, 60, 1431528, 93946, 3937434
nadir, 6923, 61, 1886492, 73990, 4707146
ultra, 6936, 61, 1960171, 112455, 5001550
heart, 6938, 61, 2151670, 89748, 5410782
hoist, 6969, 61, 2079818, 150357, 5532376
tonic, 6970, 61, 1732640, 97715, 4475947
court, 7003, 61, 2011962, 116346, 5174127
serum, 7011, 61, 1523613, 106562, 3949084
avert, 7027, 61, 2108386, 139364, 5549507
crown, 7048, 61, 1929288, 139400, 5079926
range, 7050, 61, 1816044, 74800, 4538005
sound, 7073, 61, 1500841, 81260, 3803382
grand, 7087, 61, 1651260, 70524, 4197064
saucy, 7090, 61, 1429805, 68986, 3581579
noise, 7091, 61, 2174268, 120045, 5750656
rainy, 7092, 61, 1996008, 67395, 4900881
vault, 7124, 61, 2036771, 96272, 5085026
haute, 7133, 61, 2093685, 80577, 5187890
touch, 7149, 61, 1699891, 106804, 4346483
twice, 7169, 61, 1647085, 93749, 4501237
march, 7171, 61, 1621659, 111799, 4183257
brief, 7177, 61, 1645027, 72799, 4163745
admin, 7177, 61, 1631047, 93288, 4231819
opine, 7195, 61, 1962834, 102612, 5136632
tangy, 7231, 61, 1717096, 72930, 4476224
wheat, 7249, 61, 1941885, 84930, 4984150
gonad, 7258, 61, 1665628, 72203, 4197738
thick, 7259, 61, 1616656, 95090, 4268811
covet, 7266, 61, 1912282, 88029, 5035352
handy, 7285, 61, 1784600, 67388, 4518451
stunt, 7306, 61, 1518387, 102968, 4199229
yacht, 7313, 61, 1868471, 102206, 4918072
repel, 7362, 61, 1862208, 109472, 4858684
lofty, 7375, 61, 1788033, 95139, 4686897
flack, 7384, 61, 1465274, 68657, 3801882
ember, 7406, 61, 1629343, 87264, 4402476
steed, 7406, 61, 1392607, 84177, 3868961
wrung, 7433, 61, 1817451, 120287, 4644665
shall, 7476, 61, 1407453, 58112, 3535120
blaze, 7482, 61, 1662526, 59273, 4173235
waltz, 7511, 61, 1886051, 120198, 4868204
smoky, 7518, 61, 1460807, 93147, 4037494
wispy, 7600, 61, 1809201, 171188, 5130561
spook, 7652, 61, 1478542, 124526, 4033662
later, 6825, 62, 2088744, 82667, 5161113
raise, 6937, 62, 1962496, 107471, 4981607
great, 6964, 62, 1895070, 75007, 4832988
heist, 6974, 62, 2143622, 149036, 5799387
brute, 6981, 62, 1926526, 95148, 4989358
medal, 6991, 62, 1670811, 61591, 4186320
plain, 7002, 62, 1682272, 84579, 4281909
inter, 7011, 62, 2199819, 120167, 5904564
admit, 7054, 62, 1759544, 130779, 4756654
angel, 7069, 62, 1814413, 82375, 4601204
crash, 7088, 62, 1822505, 166909, 4936456
gaunt, 7095, 62, 1936312, 96298, 4931591
befit, 7095, 62, 1724894, 89742, 4528818
cheat, 7108, 62, 1841869, 93175, 4821611
twine, 7170, 62, 1836106, 108187, 5046371
tipsy, 7179, 62, 1939598, 216327, 5746111
right, 7190, 62, 1814974, 132561, 4760713
cumin, 7194, 62, 1735962, 113389, 4536856
thing, 7208, 62, 1624558, 95810, 4270584
froth, 7210, 62, 1839577, 121926, 4789531
impel, 7237, 62, 1845087, 132010, 5021260
amble, 7238, 62, 1568177, 67383, 4023538
crypt, 7243, 62, 1794000, 120864, 4951224
worth, 7250, 62, 1993957, 123049, 5148012
whale, 7268, 62, 1840365, 57585, 4554440
leper, 7352, 62, 1919224, 115227, 5013465
twang, 7376, 62, 1578919, 115312, 4261251
hymen, 7388, 62, 1886637, 112633, 5148192
empty, 7418, 62, 1889451, 145518, 5569770
sewer, 7465, 62, 1534078, 106706, 4095721
gipsy, 7491, 62, 1832977, 204654, 5308671
crane, 6811, 63, 1813025, 61884, 4537468
prone, 6954, 63, 1918369, 85355, 4933749
rapid, 7006, 63, 1762211, 94923, 4440022
recut, 7028, 63, 1869966, 131749, 4999620
giant, 7033, 63, 1861966, 88747, 4804140
topic, 7035, 63, 1631263, 110510, 4263943
loser, 7041, 63, 2025551, 106538, 5212768
prose, 7050, 63, 1969988, 157256, 5429919
tilde, 7050, 63, 1746634, 76134, 4514492
pried, 7067, 63, 1765939, 87474, 4565738
ulcer, 7074, 63, 1840687, 96118, 4746649
bride, 7122, 63, 1742758, 80192, 4457788
drawn, 7157, 63, 1846995, 118803, 4792980
graft, 7184, 63, 1647308, 94290, 4277642
towel, 7184, 63, 1876235, 92177, 4870741
altar, 7184, 63, 1972247, 98082, 5062412
ebony, 7206, 63, 1792143, 83858, 4726628
bigot, 7214, 63, 1807598, 96502, 4640443
lumen, 7233, 63, 1891899, 95219, 4914984
lease, 7241, 63, 1999697, 114882, 5194439
blitz, 7242, 63, 1797607, 84623, 4586095
pivot, 7243, 63, 1896993, 124759, 5004485
thank, 7271, 63, 1755796, 88424, 4570491
mouse, 7296, 63, 1989945, 128702, 5323623
sheen, 7314, 63, 1512475, 95196, 4063321
oaken, 7362, 63, 2014555, 75520, 4995257
sleek, 7363, 63, 1534142, 88055, 4082926
vapid, 7393, 63, 1745860, 85105, 4427576
joust, 7400, 63, 2103222, 144021, 5541978
bushy, 7435, 63, 1868439, 159951, 5126764
might, 7441, 63, 1699307, 125429, 4578076
stoop, 7471, 63, 1521345, 148086, 4258959
octet, 7501, 63, 1894082, 108210, 5229628
owing, 7575, 63, 1779272, 125451, 4715241
shyly, 7748, 63, 1308060, 79036, 3498636
trail, 6706, 64, 1821195, 59689, 4499285
trade, 6878, 64, 1707134, 60072, 4319258
liner, 6953, 64, 2078221, 75089, 5193518
peril, 6965, 64, 1889694, 88877, 4742550
clout, 6968, 64, 1859565, 107074, 4844812
tried, 6978, 64, 1793860, 74797, 4649211
grate, 6981, 64, 1875000, 71348, 4781405
renal, 6983, 64, 1878580, 64285, 4589826
their, 6984, 64, 1926175, 96125, 4982817
staid, 6990, 64, 1391345, 82218, 3694682
patsy, 7001, 64, 1886613, 165789, 5284075
begun, 7039, 64, 1755311, 110079, 4554724
incur, 7041, 64, 1858239, 116497, 4818832
drift, 7050, 64, 1707257, 106231, 4534751
intro, 7063, 64, 2121166, 132433, 5585126
labor, 7067, 64, 1673429, 64683, 4067237
prank, 7069, 64, 1770057, 91930, 4539939
torus, 7078, 64, 2046862, 154787, 5365276
locus, 7094, 64, 1777147, 120714, 4556775
pound, 7124, 64, 1738947, 88987, 4423098
stall, 7133, 64, 1428504, 76567, 3766240
micro, 7138, 64, 1691871, 106145, 4351214
clamp, 7147, 64, 1547155, 112099, 4113818
other, 7184, 64, 2067088, 113732, 5385732
anvil, 7184, 64, 1855525, 94747, 4645858
lunge, 7187, 64, 1862372, 88627, 4786544
batch, 7192, 64, 1597546, 86110, 4094200
purge, 7215, 64, 1730574, 96678, 4598493
bleed, 7221, 64, 1644488, 65166, 4259709
taint, 7221, 64, 1833148, 73713, 4596670
silky, 7237, 64, 1523511, 86144, 3990264
gleam, 7240, 64, 1665909, 81801, 4276338
worse, 7252, 64, 2077594, 148723, 5630424
madly, 7285, 64, 1640468, 70323, 4184397
mouth, 7313, 64, 1887720, 124029, 4861311
unfed, 7330, 64, 1595243, 87821, 4278538
sulky, 7330, 64, 1536401, 86740, 4082931
bloom, 7333, 64, 1614253, 94433, 4097213
sooth, 7385, 64, 1532278, 99657, 3985891
unwed, 7398, 64, 1831343, 112088, 4977138
skill, 7416, 64, 1415493, 85062, 3816246
width, 7429, 64, 1686804, 128231, 4534101
sixth, 7451, 64, 1473320, 122481, 3950820
privy, 7512, 64, 1766446, 96162, 4603478
prize, 7539, 64, 1770406, 81069, 4534994
beech, 7553, 64, 1593917, 78381, 4132328
windy, 7614, 64, 1689138, 81186, 4455624
sunny, 7624, 64, 1491800, 74236, 3942276
stiff, 7631, 64, 1296684, 111102, 3579888
cleat, 6823, 65, 1783819, 78584, 4613273
lance, 6919, 65, 1757854, 61614, 4334516
earth, 6928, 65, 2085923, 120725, 5218057
craft, 6931, 65, 1599310, 88568, 4158604
arise, 6935, 65, 2071978, 124339, 5272159
octal, 6957, 65, 1729429, 80831, 4511497
enact, 6990, 65, 1826893, 97933, 4777675
gloat, 6998, 65, 1778555, 82261, 4567293
brand, 7005, 65, 1594329, 57426, 3995443
felon, 7110, 65, 1826589, 81628, 4617173
louse, 7117, 65, 2083588, 119158, 5419318
track, 7139, 65, 1555138, 72237, 4006669
prude, 7152, 65, 1710187, 91738, 4466776
flesh, 7173, 65, 1686086, 129095, 4608721
vaunt, 7177, 65, 2106277, 105225, 5354608
bingo, 7178, 65, 1698951, 80219, 4308576
caulk, 7193, 65, 1718746, 78233, 4250797
cheap, 7220, 65, 1709563, 114885, 4482926
brawn, 7226, 65, 1810672, 106805, 4667054
rebel, 7241, 65, 1747786, 66524, 4429940
natal, 7251, 65, 2033651, 86543, 5187705
warty, 7261, 65, 2009454, 103007, 5221016
tawny, 7273, 65, 1844934, 89165, 4860694
lynch, 7288, 65, 1687174, 113429, 4640676
gumbo, 7307, 65, 1477377, 92293, 3747541
forty, 7308, 65, 1928147, 87503, 5002104
power, 7320, 65, 1850225, 103194, 4843068
medic, 7321, 65, 1548995, 81537, 3985452
burly, 7332, 65, 1824965, 84679, 4631007
troop, 7336, 65, 1825884, 135265, 4825138
truss, 7403, 65, 1929260, 206859, 5306818
hydro, 7405, 65, 1845492, 112905, 4970915
ought, 7423, 65, 1866002, 119856, 4838314
pesky, 7459, 65, 1807586, 138307, 5203889
slash, 7508, 65, 1413657, 65101, 3522149
harsh, 7539, 65, 2028270, 168321, 5334968
pudgy, 7545, 65, 1529455, 94363, 4068716
whiny, 7548, 65, 1777981, 82718, 4669760
swoon, 7559, 65, 1516904, 125663, 4129122
hutch, 7560, 65, 1884928, 137084, 5116607
zesty, 7581, 65, 2120957, 151979, 6054727
sappy, 7588, 65, 1455128, 78402, 3763459
tenor, 6802, 66, 1933717, 85762, 4922750
cairn, 6875, 66, 1833605, 75550, 4519588
irate, 6900, 66, 2088687, 75387, 5198195
carol, 6916, 66, 1775334, 72224, 4321979
debut, 6950, 66, 1757806, 103681, 4619223
grail, 6951, 66, 1793881, 61990, 4416586
brink, 6958, 66, 1870343, 85607, 4756417
aisle, 6970, 66, 1998819, 94714, 5057422
dance, 6983, 66, 1678226, 57972, 4202428
shoal, 7000, 66, 1481800, 79098, 3720151
abort, 7013, 66, 1764224, 101386, 4546786
round, 7014, 66, 1869966, 91395, 4662410
aider, 7014, 66, 1800727, 72804, 4426800
antic, 7025, 66, 1714211, 93523, 4383603
lunar, 7049, 66, 1902818, 80071, 4712553
align, 7064, 66, 1776964, 84343, 4402675
along, 7064, 66, 1760030, 92616, 4310514
anger, 7071, 66, 1853998, 88705, 4711646
loath, 7077, 66, 1948166, 86324, 4790558
draft, 7087, 66, 1611715, 89608, 4185710
frail, 7088, 66, 1718730, 57240, 4227022
goner, 7089, 66, 1945966, 74384, 4926934
pride, 7100, 66, 1771030, 97729, 4620649
corny, 7101, 66, 1949774, 79046, 4960211
leach, 7107, 66, 1713565, 84357, 4259200
horse, 7113, 66, 2131076, 137709, 5685425
horde, 7131, 66, 1945866, 83110, 4921849
rayon, 7138, 66, 1992373, 80065, 4908917
vital, 7158, 66, 1894905, 86255, 4900110
plied, 7160, 66, 1694461, 83119, 4441150
botch, 7164, 66, 1639493, 94431, 4228268
elate, 7180, 66, 1978278, 78197, 5104324
world, 7181, 66, 1847479, 87320, 4614307
tower, 7183, 66, 1874895, 91064, 4876274
night, 7259, 66, 1875675, 127523, 5048956
nomad, 7300, 66, 1695075, 93911, 4340270
tying, 7301, 66, 1689369, 90016, 4594708
aphid, 7306, 66, 1680473, 113933, 4343009
disco, 7316, 66, 1700676, 125679, 4538307
eight, 7320, 66, 1849468, 117689, 4860688
primo, 7320, 66, 1728464, 117948, 4445497
easel, 7325, 66, 1984354, 124792, 5132657
sheer, 7331, 66, 1557503, 95368, 4155362
dowel, 7336, 66, 1878085, 84626, 4821335
tacky, 7340, 66, 1610117, 72788, 4124150
fable, 7358, 66, 1521678, 57074, 3755148
sally, 7385, 66, 1504689, 69725, 3807367
rhyme, 7396, 66, 1866147, 105048, 4972293
uncut, 7512, 66, 1852787, 116689, 5027988
cabal, 7518, 66, 1545334, 56956, 3870309
husky, 7640, 66, 1942483, 144005, 5372740
wimpy, 7673, 66, 1740185, 122645, 4696190
stuff, 7674, 66, 1266273, 113990, 3487193
gypsy, 7967, 66, 1699750, 229621, 5266513
snout, 6855, 67, 1631720, 120159, 4385517
cater, 6921, 67, 1881687, 84068, 4784999
drain, 6925, 67, 1804426, 68935, 4499870
croup, 7028, 67, 1820469, 139596, 4750736
donut, 7031, 67, 2081929, 107496, 5372219
adorn, 7032, 67, 1795171, 90594, 4499678
mount, 7067, 67, 1988851, 96712, 5105856
baler, 7074, 67, 1750704, 63863, 4296845
begin, 7107, 67, 1797072, 79766, 4534870
crony, 7124, 67, 1935367, 78198, 4980812
flair, 7130, 67, 1693798, 69382, 4217478
cabin, 7142, 67, 1573869, 56933, 3880040
broke, 7143, 67, 1859081, 90063, 4808147
clang, 7166, 67, 1502035, 65717, 3820415
plaid, 7171, 67, 1586909, 75905, 4038253
girth, 7188, 67, 1916003, 115714, 4962988
forth, 7195, 67, 1874657, 115427, 4841728
logic, 7252, 67, 1627719, 89135, 4090432
among, 7257, 67, 1652745, 107894, 4210008
wider, 7279, 67, 1804911, 80985, 4698400
dense, 7298, 67, 1852342, 119446, 5113777
joist, 7303, 67, 2100315, 138650, 5541596
lefty, 7305, 67, 1806262, 99154, 4865843
hinge, 7324, 67, 1826818, 79069, 4636692
bliss, 7324, 67, 1783023, 149392, 4721507
tweak, 7341, 67, 1749169, 103971, 4658774
white, 7361, 67, 1955397, 92480, 5134462
whine, 7372, 67, 1843082, 78524, 4736315
apple, 7506, 67, 1786408, 84069, 4537041
segue, 7529, 67, 1471699, 92756, 3915542
testy, 7547, 67, 1892158, 137282, 5398121
agape, 7625, 67, 1693580, 76991, 4417488
pooch, 7641, 67, 1621827, 98814, 4201221
snuff, 7645, 67, 1303542, 116556, 3489801
squad, 7645, 67, 1300974, 85625, 3434951
tread, 6870, 68, 1697124, 69024, 4279860
brace, 6874, 68, 1558839, 51358, 3926306
crone, 6881, 68, 1930646, 79731, 4937464
tamer, 6941, 68, 1790253, 82268, 4547212
resin, 6943, 68, 2004657, 144059, 5344256
tidal, 6975, 68, 1600489, 71251, 4077612
heron, 7021, 68, 2116635, 92810, 5271280
flare, 7035, 68, 1764377, 60344, 4421398
north, 7041, 68, 2141270, 124890, 5520028
dream, 7053, 68, 1743929, 80452, 4436867
orbit, 7076, 68, 1903834, 87175, 4842378
tepid, 7127, 68, 1683299, 112392, 4520099
demon, 7128, 68, 1762595, 85831, 4577130
build, 7152, 68, 1685064, 75100, 4213696
candy, 7176, 68, 1581520, 61086, 4042619
angry, 7182, 68, 1896315, 88599, 4890371
demur, 7184, 68, 1844529, 104205, 4802881
basil, 7186, 68, 1813225, 107343, 4623148
elfin, 7189, 68, 1766178, 106041, 4696752
bathe, 7214, 68, 1864065, 70017, 4604721
coupe, 7220, 68, 1844978, 112445, 4805978
voter, 7230, 68, 2095849, 83529, 5386173
wrath, 7236, 68, 1952871, 104168, 4974966
debug, 7239, 68, 1556411, 90309, 3983008
trove, 7240, 68, 1918417, 106222, 4980346
colon, 7295, 68, 1831360, 91345, 4685423
music, 7309, 68, 1606336, 120059, 4247520
fleck, 7312, 68, 1549673, 88670, 4157635
champ, 7332, 68, 1563419, 139099, 4216856
bunch, 7335, 68, 1548591, 80726, 3913794
flick, 7344, 68, 1495760, 89481, 3942283
using, 7385, 68, 1847018, 137597, 5022349
lying, 7385, 68, 1720757, 92542, 4490826
pithy, 7389, 68, 1830887, 130582, 4985632
ovate, 7420, 68, 2001933, 91107, 5202025
stood, 7462, 68, 1368156, 95392, 3697426
chill, 7515, 68, 1671502, 79917, 4315289
knave, 7565, 68, 1928675, 86729, 4984463
floss, 7574, 68, 1683573, 130342, 4528831
bylaw, 7590, 68, 1672188, 99790, 4408893
droit, 6963, 69, 2062164, 94477, 5270901
cruel, 6995, 69, 1851370, 86684, 4690239
remit, 7010, 69, 1987363, 121751, 5264064
agent, 7016, 69, 1880491, 100987, 4960597
cider, 7033, 69, 1711470, 79215, 4442005
tumor, 7064, 69, 1792651, 106434, 4637470
teach, 7091, 69, 1610265, 92767, 4149533
miner, 7100, 69, 1947801, 86955, 5026400
taker, 7109, 69, 1849339, 79265, 4690335
wrote, 7134, 69, 2066518, 101913, 5351575
under, 7139, 69, 1878427, 88785, 4964155
board, 7172, 69, 1600480, 60232, 3950708
lucid, 7172, 69, 1649141, 87468, 4209439
tonga, 7172, 69, 1630867, 86229, 4187788
idler, 7174, 69, 1971624, 94043, 5146950
guard, 7216, 69, 1634249, 78506, 4120287
drank, 7223, 69, 1809613, 80248, 4609791
elect, 7224, 69, 1853361, 99657, 4992682
model, 7226, 69, 1728517, 60227, 4363444
denim, 7237, 69, 1774219, 91619, 4587762
curly, 7261, 69, 1801020, 82860, 4621217
eaten, 7305, 69, 2083866, 97897, 5338391
chafe, 7309, 69, 1521844, 60970, 3852085
ester, 7312, 69, 2057865, 154323, 5963149
semen, 7349, 69, 1460353, 87019, 3896587
fetus, 7350, 69, 1878711, 156723, 5139494
human, 7351, 69, 1790390, 97617, 4546771
navel, 7359, 69, 2026688, 76874, 5034944
carat, 7389, 69, 1847031, 93693, 4776217
savoy, 7437, 69, 1544558, 75692, 3869331
mangy, 7472, 69, 1693897, 79041, 4377101
masse, 7587, 69, 1862652, 133056, 5037461
dumpy, 7617, 69, 1665992, 117714, 4499578
sniff, 7631, 69, 1246748, 100251, 3355817
posse, 7648, 69, 1848580, 164477, 5201680
unzip, 7677, 69, 1848598, 161641, 4974373
spoof, 7732, 69, 1304173, 137539, 3598044
eclat, 6917, 70, 1716761, 83210, 4479291
clear, 6922, 70, 1749403, 71030, 4423568
robin, 6924, 70, 1771667, 86471, 4406044
after, 7004, 70, 1809021, 116348, 4821723
baton, 7006, 70, 1849032, 85522, 4676296
melon, 7015, 70, 1890892, 77797, 4755582
water, 7092, 70, 2009713, 83735, 5073441
write, 7107, 70, 2029670, 98497, 5296252
beret, 7134, 70, 1912554, 83240, 4970860
cramp, 7146, 70, 1626924, 122468, 4290117
crime, 7147, 70, 1761750, 91070, 4540299
rouse, 7150, 70, 2079809, 142168, 5500116
minor, 7165, 70, 1907515, 92440, 4843678
unfit, 7168, 70, 1867830, 121561, 5057113
rivet, 7171, 70, 2013283, 106047, 5309660
liken, 7175, 70, 2029059, 86949, 5178952
mural, 7178, 70, 1771660, 85431, 4423137
afire, 7187, 70, 1720503, 73162, 4281564
brush, 7197, 70, 1962849, 197873, 5280008
break, 7225, 70, 1713263, 71082, 4319974
dirty, 7226, 70, 1971924, 105776, 5232502
gruel, 7239, 70, 1925517, 81701, 4892613
fiend, 7259, 70, 1652782, 68425, 4269614
abled, 7261, 70, 1516881, 59903, 3822966
cyber, 7278, 70, 1588281, 75893, 4274137
clove, 7281, 70, 1811521, 95457, 4747790
abuse, 7281, 70, 1799585, 112010, 4800340
wring, 7328, 70, 1770194, 105805, 4533985
frock, 7341, 70, 1633942, 93018, 4254961
chalk, 7343, 70, 1609231, 69430, 4056897
femur, 7359, 70, 1752590, 102496, 4551893
prove, 7378, 70, 1832829, 102962, 4779002
value, 7391, 70, 1970519, 64171, 4742751
leech, 7428, 70, 1729230, 100816, 4467099
gusty, 7441, 70, 1873466, 154278, 5331499
afoot, 7476, 70, 1697547, 121109, 4448156
lapel, 7477, 70, 1855363, 81811, 4687955
grass, 7509, 70, 1930693, 180429, 5264015
